,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,SCORE 1,SCORE 2,SCORE 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,SPREAD
668,623,621f79e243b89009366c8a62,2021-08-19T22:00:00.000Z,mateodaza#3156,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,1,8,PhilH#1102,Tam2140#9361,Usua◎ Silver#2618,3,7
669,169,621f79e143b89009366c87fa,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,Mount Manu#3530,for their contributions in Comms,1,8,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,5,7
670,436,621f79e243b89009366c89a3,2021-08-12T22:00:00.000Z,bradleyc#3333,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,8,3,1,teaci#6108,acidlazzer#5796,kristofer#1475,4,7
671,1028,621f79e243b89009366c8c41,2021-08-26T22:00:00.000Z,Kris#8703,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,1,8,teaci#6108,Tam2140#9361,Usua◎ Silver#2618,3,7
672,638,621f79e243b89009366c8a71,2021-08-19T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for helping Suga with the weekly updates,8,1,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,4,7
673,1092,621f79e243b89009366c8c92,2021-08-27T22:00:00.000Z,David (please DYOR...)#4116,ALOYSIOUS#3049,for supporting me in advocating for my pronouns. ♾️  I was reminded through our interaction that I ought to say my pronouns as I'm traveling through co-community servers and when I'm first meeting folx. I'm so used to being in my server where everyone knows me.Thank you. 🙏,8,3,1,teaci#6108,Zeptimus#3359,kristofer#1475,4,7
674,435,621f79e243b89009366c89a2,2021-08-12T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,8,3,1,teaci#6108,Zeptimus#3359,kristofer#1475,4,7
675,307,621f79e243b89009366c890f,2021-08-12T22:00:00.000Z,JeffEmmett#7202,iviangita#3204,for hosting YGG at a very awesome Airbnb,8,3,1,Sha#6179,acidlazzer#5796,kristofer#1475,4,7
676,626,621f79e243b89009366c8a65,2021-08-19T22:00:00.000Z,BK#7471,iviangita#3204,for joining the 45th Community Call https://youtu.be/bXEvVQmmWnI,1,8,3,PhilH#1102,Mount Manu#3530,calazki#3961,4,7
677,911,621f79e243b89009366c8bcc,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for a very nice call with Eduardo,1,8,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,3,7
678,1138,621f79e243b89009366c8cc3,2021-08-30T22:00:00.000Z,"griff (💜, 💜)#8888",Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,8,5,1,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4,7
679,745,621f79e243b89009366c8b1b,2021-08-23T22:00:00.000Z,chuygarcia.eth#6692,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,1,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,3,7
680,487,621f79e243b89009366c89da,2021-08-16T22:00:00.000Z,Tam2140#9361,Suga#8514,for taking on the weekly update solo this week! Thank you so much!,5,1,8,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,4,7
682,1081,621f79e243b89009366c8c87,2021-08-26T22:00:00.000Z,Zeptimus#3359,"griff (💜, 💜)#8888",for the great memes this week!,8,3,3,AmwFund#0979,Mount Manu#3530,calazki#3961,4,5
685,1144,621f79e243b89009366c8cc9,2021-08-30T22:00:00.000Z,nic#9212,Suga#8514,for attending the SoftGov call this week and engaging with me as guest host on a discussion of “intellectual humility”.,5,3,8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,5,5
689,1082,621f79e243b89009366c8c88,2021-08-26T22:00:00.000Z,Juankbell#7458,"griff (💜, 💜)#8888",for sub-ing in for working group updates in working groups they don't lead in the TEC community call 😄,3,8,5,eduardovegap#0422,Mount Manu#3530,kristofer#1475,5,5
693,913,621f79e243b89009366c8bce,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for editing the post-Hatch blog article,8,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,6,5
694,908,621f79e243b89009366c8bc9,2021-08-26T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for the new proposals for the Hatch DAO,13,13,8,AmwFund#0979,Mount Manu#3530,calazki#3961,11,5
697,854,621f79e243b89009366c8b93,2021-08-26T22:00:00.000Z,Mettodo#7010,iviangita#3204,for gathering for kick-off meeting for the TEC agreements,3,8,3,Sha#6179,acidlazzer#5796,bends#3537,4,5
698,791,621f79e243b89009366c8b49,2021-08-23T22:00:00.000Z,Zeptimus#3359,liviade#1387,"for continuing to surprise me week after week. Your consistency, rhythm, kindness, proactivity, great sense of time and accountability blow my mind 🙌",8,13,8,AmwFund#0979,Mount Manu#3530,calazki#3961,9,5
700,813,621f79e243b89009366c8b69,2021-08-25T22:00:00.000Z,iviangita#3204,mheuer#9922,for caring about my SWAGTEC order,3,8,3,innov8tor3#3988,Zeptimus#3359,enti#1546,4,5
701,815,621f79e243b89009366c8b6b,2021-08-25T22:00:00.000Z,sem  🐝#0161,"griff (💜, 💜)#8888",for hacking on the notes for the Hatch improvements,3,8,8,PhilH#1102,Mount Manu#3530,calazki#3961,6,5
702,819,621f79e243b89009366c8b6f,2021-08-25T22:00:00.000Z,natesuits#4789,karmaticacid#1218,for contributing to the TEC hatch what's next post,13,13,8,innov8tor3#3988,Parrachia#0450,calazki#3961,11,5
703,821,621f79e243b89009366c8b71,2021-08-25T22:00:00.000Z,chuygarcia.eth#6692,karmaticacid#1218,for contributing to the TEC hatch what's next post,13,8,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,9,5
705,868,621f79e243b89009366c8ba1,2021-08-26T22:00:00.000Z,natesuits#4789,iviangita#3204,for getting acidlazzer involved in their projects this week,8,13,8,innov8tor3#3988,Parrachia#0450,calazki#3961,9,5
707,960,621f79e243b89009366c8bfd,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for helping with Soft Gov while Livia is gone,5,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,5,5
711,1113,621f79e243b89009366c8ca9,2021-08-30T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for reviewing and editing the Params tweet series 🙏🏼,8,8,13,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,9,5
714,846,621f79e243b89009366c8b8b,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for jumping in the TEC Case Study,3,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,4,5
716,1094,621f79e243b89009366c8c94,2021-08-28T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for engaging with our Twitter followers and bringing value to the conversations in our community 🌟,8,13,8,teaci#6108,Zeptimus#3359,kristofer#1475,9,5
718,1093,621f79e243b89009366c8c93,2021-08-28T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for posting the Discord roles descriptions in the forum and contributing to TEC transparency 🌟,8,13,13,eduardovegap#0422,Mount Manu#3530,bends#3537,11,5
723,891,621f79e243b89009366c8bb8,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for great 1on1s with Chuy and warming welcome,8,3,8,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,6,5
725,801,621f79e243b89009366c8b53,2021-08-24T22:00:00.000Z,Juankbell#7458,"griff (💜, 💜)#8888",for getting the 75% governacne rights post out!,13,8,8,eduardovegap#0422,Mount Manu#3530,kristofer#1475,9,5
727,971,621f79e243b89009366c8c08,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for helping with What’s Next blog post,8,5,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,5,5
729,1132,621f79e243b89009366c8cbc,2021-08-30T22:00:00.000Z,Suga#8514,Jolie_Ze#0295,for grade A facilitation skills in navigating SoftGov meeting space and encouraging self-reflective engagement,8,13,8,eduardovegap#0422,tigeroid#2951,Mettodo#7010,9,5
730,1130,621f79e243b89009366c8cba,2021-08-30T22:00:00.000Z,Suga#8514,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,8,5,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,5,5
731,808,621f79e243b89009366c8b64,2021-08-24T22:00:00.000Z,karmaticacid#1218,"griff (💜, 💜)#8888",for the tip on a groovy bot replacement,8,8,3,innov8tor3#3988,acidlazzer#5796,bends#3537,6,5
732,1127,621f79e243b89009366c8cb7,2021-08-30T22:00:00.000Z,Zeptimus#3359,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,8,5,3,AmwFund#0979,Mount Manu#3530,calazki#3961,5,5
734,965,621f79e243b89009366c8c02,2021-08-26T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for the 1on1 with Juan,8,3,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,5,5
735,1128,621f79e243b89009366c8cb8,2021-08-30T22:00:00.000Z,AmwFund#0979,chuygarcia.eth#6692,for attending our Comms WG and enriching our proposal for the commsdao,8,8,13,eduardovegap#0422,acidlazzer#5796,bends#3537,9,5
736,0,621f79e143b89009366c874d,2021-07-31T22:00:00.000Z,pab🐝🐙#6151,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard and providing valuable feedback on how to make it better!,3,8,5,PhilH#1102,acidlazzer#5796,calazki#3961,5,5
737,735,621f79e243b89009366c8b0f,2021-08-22T22:00:00.000Z,MisterBoyfriend#7096,Mount Manu#3530,for doing user testing in our CCD!,8,8,3,PhilH#1102,acidlazzer#5796,Mettodo#7010,6,5
739,373,621f79e243b89009366c8951,2021-08-12T22:00:00.000Z,Suga#8514,iviangita#3204,for the important work they do in onboarding,8,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,6,5
742,401,621f79e243b89009366c896d,2021-08-12T22:00:00.000Z,eduardovegap#0422,iviangita#3204,for the TEC Scouts and outreach,8,3,5,PhilH#1102,Parrachia#0450,kristofer#1475,5,5
743,405,621f79e243b89009366c8971,2021-08-12T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for executing this vision you had for TEC,8,13,8,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,9,5
744,407,621f79e243b89009366c8973,2021-08-12T22:00:00.000Z,JeffEmmett#7202,iviangita#3204,for all the work in the background,5,8,3,Sha#6179,acidlazzer#5796,kristofer#1475,5,5
751,509,621f79e243b89009366c89f0,2021-08-16T22:00:00.000Z,Vyvy-vi#5040,Zeptimus#3359,for his stickers desing so cool and he will probably send some the the Giveth House 🥳,8,3,5,Sha#6179,Tam2140#9361,Mettodo#7010,5,5
752,511,621f79e243b89009366c89f2,2021-08-17T22:00:00.000Z,ZER8🧠#9093,Zeptimus#3359,for working on a fun work sesh doing the first draft on Discord Roles document https://docs.google.com/document/d/1el7GdOZwqTTTYb3Es-tzR6e9uNb_KRTe1t7MGQ9JTPY/edit#⚡,8,13,13,eduardovegap#0422,Mount Manu#3530,bends#3537,11,5
756,551,621f79e243b89009366c8a1a,2021-08-19T22:00:00.000Z,Suga#8514,iviangita#3204,for getting out the latest Medium blog post,8,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,6,5
757,555,621f79e243b89009366c8a1e,2021-08-19T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for all the work they’ve done on the forum,13,8,13,innov8tor3#3988,acidlazzer#5796,bends#3537,11,5
760,572,621f79e243b89009366c8a2f,2021-08-19T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for turning Tam onto Darkforce,3,8,5,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,5,5
761,596,621f79e243b89009366c8a47,2021-08-19T22:00:00.000Z,anna-marie#8824,Mount Manu#3530,for being on fire re: reading and commenting: it’s like you're everywhere! 🦸🏻‍♀️,8,8,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,6,5
762,600,621f79e243b89009366c8a4b,2021-08-19T22:00:00.000Z,solsista#5370,Mount Manu#3530,for sharing awesome tools that might be helpful for Transparency! 🛠️,8,5,3,teaci#6108,acidlazzer#5796,kristofer#1475,5,5
764,654,621f79e243b89009366c8a81,2021-08-19T22:00:00.000Z,santigs#9769,Mount Manu#3530,for the POAP distribution magic they conjured 🪄,8,8,3,innov8tor3#3988,acidlazzer#5796,enti#1546,6,5
766,354,621f79e243b89009366c893e,2021-08-12T22:00:00.000Z,anna-marie#8824,iviangita#3204,for helping to make the 2nd Graviton Training possible,8,3,5,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,5,5
769,299,621f79e243b89009366c8907,2021-08-12T22:00:00.000Z,liviade#1387,iviangita#3204,for their support to Chuy,8,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,5,5
770,12,621f79e143b89009366c8759,2021-08-01T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for the latest Hatch memes! Very useful in our Twitter content 🙏🏼 😊,3,3,8,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,4,5
772,41,621f79e143b89009366c8776,2021-08-03T22:00:00.000Z,AmwFund#0979,Mount Manu#3530,for devoting 20 minutes to going through our Commons configuration dashboard AND Python Model and providing valuable feedback on how to make it better!,8,8,3,eduardovegap#0422,acidlazzer#5796,bends#3537,6,5
774,57,621f79e143b89009366c878a,2021-08-03T22:00:00.000Z,liviade#1387,Zeptimus#3359,for leading stewards call 2 weeks in a row!!,8,8,3,Sha#6179,tigeroid#2951,Mettodo#7010,6,5
775,75,621f79e143b89009366c879c,2021-08-04T22:00:00.000Z,liviade#1387,Juankbell#7458,for sharing this article about participatory decision making https://medium.com/block-science/mapping-the-computer-aided-governance-process-2e47eaf70889 and praise and  for always being in the frontier of political and social innovation research,8,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,5,5
776,80,621f79e143b89009366c87a1,2021-08-04T22:00:00.000Z,"griff (💜, 💜)#8888",Juankbell#7458,"for being one of the most energic and inspiring persons i've met and for  talking about the elephants in the room, voicing the collective psychosis around public goods.",8,13,8,teaci#6108,Vyvy-vi#5040,divine_comedian#5493,9,5
777,81,621f79e143b89009366c87a2,2021-08-04T22:00:00.000Z,divine_comedian#5493,Nuggan#5183,for reviewing my code and @Mount Manu for the user feedback and proactively searching for collaboration possibilities,13,13,8,PhilH#1102,acidlazzer#5796,calazki#3961,11,5
781,133,621f79e143b89009366c87d6,2021-08-05T22:00:00.000Z,anna-marie#8824,iviangita#3204,for bringing great and needed questions to Soft Gov this week,8,5,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,5,5
783,165,621f79e143b89009366c87f6,2021-08-05T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for sharing the information that’s happening around SourceCred,3,8,8,eduardovegap#0422,Zeptimus#3359,Usua◎ Silver#2618,6,5
784,177,621f79e143b89009366c8802,2021-08-05T22:00:00.000Z,liviade#1387,Mount Manu#3530,for reaching out to soft-commit Hatchers,8,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,5,5
785,196,621f79e143b89009366c8815,2021-08-05T22:00:00.000Z,JeffEmmett#7202,Mount Manu#3530,for spending an hour or so on a call with Gideon 🤙🏻,5,8,3,Sha#6179,acidlazzer#5796,kristofer#1475,5,5
786,199,621f79e143b89009366c8818,2021-08-05T22:00:00.000Z,Suga#8514,Mount Manu#3530,"for reaching out to a Steward, at a personal level, at a time when he needed it most 🧚🏻‍♀️",13,13,8,eduardovegap#0422,tigeroid#2951,Mettodo#7010,11,5
788,207,621f79e143b89009366c8820,2021-08-05T22:00:00.000Z,elessar.eth#7945,Mount Manu#3530,"for staying in the Giveth house (and keeping it clean, just like they found it)",8,8,13,PhilH#1102,Vyvy-vi#5040,Usua◎ Silver#2618,9,5
790,256,621f79e243b89009366c88da,2021-08-11T22:00:00.000Z,Vyvy-vi#5040,trangnv#2156,for an informative AMA session,8,5,3,Sha#6179,Tam2140#9361,Mettodo#7010,5,5
791,263,621f79e243b89009366c88e1,2021-08-11T22:00:00.000Z,jukren#8803,divine_comedian#5493,for applying to the trusted seed,8,3,3,AmwFund#0979,Mount Manu#3530,bends#3537,4,5
793,285,621f79e243b89009366c88f7,2021-08-11T22:00:00.000Z,Yineisy Mota#1449,anna-marie#8824,"for getting TS applications through quickly for 3 folk I know and am super happy are now part of the community, officially!",13,13,8,AmwFund#0979,Zeptimus#3359,bends#3537,11,5
794,288,621f79e243b89009366c88fa,2021-08-11T22:00:00.000Z,trangnv#2156,karmaticacid#1218,for checking out the TEC and lookoing for ways to get involved,3,5,8,Sha#6179,acidlazzer#5796,Usua◎ Silver#2618,5,5
795,291,621f79e243b89009366c88fd,2021-08-11T22:00:00.000Z,anna-marie#8824,ALOYSIOUS#3049,for whose tenacious technical support and diligent care has allowed me to get settled in here!  <:CommonsStack:835017375405441064> ❤️,8,3,3,AmwFund#0979,Vyvy-vi#5040,Mettodo#7010,4,5
798,1146,621f79e243b89009366c8ccb,2021-08-30T22:00:00.000Z,Suga#8514,Zeptimus#3359,for leading the softgov call it was fun!! 🥳 🙏,3,8,3,eduardovegap#0422,tigeroid#2951,Mettodo#7010,4,5
800,667,621f79e243b89009366c8a8e,2021-08-19T22:00:00.000Z,liviade#1387,Mount Manu#3530,for their amazing talks in Paris! 👩🏻‍🏫,13,13,8,Sha#6179,tigeroid#2951,Mettodo#7010,11,5
801,669,621f79e243b89009366c8a90,2021-08-19T22:00:00.000Z,Zeptimus#3359,Mount Manu#3530,for all his work with Dashlane: really cool setup that you have going on there! 🧞‍♂️,13,8,8,AmwFund#0979,Mount Manu#3530,calazki#3961,9,5
802,675,621f79e243b89009366c8a96,2021-08-19T22:00:00.000Z,durgadas#9280,Mount Manu#3530,for leading Graviton training sessions 👨🏻‍🏫,13,13,8,Sha#6179,Parrachia#0450,Mettodo#7010,11,5
805,679,621f79e243b89009366c8a9a,2021-08-19T22:00:00.000Z,liviade#1387,Mount Manu#3530,for leading Graviton training sessions 👨🏻‍🏫,13,13,8,Sha#6179,tigeroid#2951,Mettodo#7010,11,5
806,695,621f79e243b89009366c8ab8,2021-08-20T22:00:00.000Z,Tam2140#9361,Zeptimus#3359,for guide me  on what are the learbings that are getting paid so i could guide a community member 🙏,8,8,3,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,6,5
807,693,621f79e243b89009366c8ab6,2021-08-20T22:00:00.000Z,liviade#1387,Jolie_Ze#0295,for being so supportive and engaging in my DMs. And for reaching to begin with!,8,5,3,Sha#6179,tigeroid#2951,Mettodo#7010,5,5
809,467,621f79e243b89009366c89c3,2021-08-13T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for the latest super fun Hatch memes,5,5,1,PhilH#1102,acidlazzer#5796,calazki#3961,3,4
810,161,621f79e143b89009366c87f2,2021-08-05T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,5,1,AmwFund#0979,Mount Manu#3530,calazki#3961,2,4
811,890,621f79e243b89009366c8bb7,2021-08-26T22:00:00.000Z,Tam2140#9361,iviangita#3204,for great 1on1s with Chuy and warming welcome,5,1,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,3,4
812,665,621f79e243b89009366c8a8c,2021-08-19T22:00:00.000Z,Cyber Rabbit#3221,Mount Manu#3530,for joining our community 🆕,1,1,5,teaci#6108,Zeptimus#3359,bends#3537,2,4
813,892,621f79e243b89009366c8bb9,2021-08-26T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for all the upcoming comms projects that Chuy is excited about,5,3,1,teaci#6108,Zeptimus#3359,kristofer#1475,3,4
814,752,621f79e243b89009366c8b22,2021-08-23T22:00:00.000Z,natesuits#4789,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,1,5,innov8tor3#3988,Parrachia#0450,calazki#3961,2,4
815,160,621f79e143b89009366c87f1,2021-08-05T22:00:00.000Z,xm3van#0929,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,5,1,teaci#6108,acidlazzer#5796,kristofer#1475,2,4
816,895,621f79e243b89009366c8bbc,2021-08-26T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for all the upcoming comms projects that Chuy is excited about,3,1,5,AmwFund#0979,Tam2140#9361,divine_comedian#5493,3,4
817,888,621f79e243b89009366c8bb5,2021-08-26T22:00:00.000Z,Suga#8514,iviangita#3204,for the initiatives in the orientation,3,5,1,eduardovegap#0422,tigeroid#2951,Mettodo#7010,3,4
818,499,621f79e243b89009366c89e6,2021-08-16T22:00:00.000Z,Juankbell#7458,liviade#1387,for joining soft gov!,1,5,1,eduardovegap#0422,Mount Manu#3530,kristofer#1475,2,4
819,158,621f79e143b89009366c87ef,2021-08-05T22:00:00.000Z,Sukanshi | MultiSafe#9407,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,5,1,innov8tor3#3988,Mount Manu#3530,Mettodo#7010,2,4
820,157,621f79e143b89009366c87ee,2021-08-05T22:00:00.000Z,santigs#9769,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,5,1,innov8tor3#3988,acidlazzer#5796,enti#1546,2,4
821,153,621f79e143b89009366c87ea,2021-08-05T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,5,1,innov8tor3#3988,acidlazzer#5796,bends#3537,2,4
822,700,621f79e243b89009366c8abd,2021-08-20T22:00:00.000Z,jori#5279,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,teaci#6108,acidlazzer#5796,Mettodo#7010,3,4
823,501,621f79e243b89009366c89e8,2021-08-16T22:00:00.000Z,Zeptimus#3359,liviade#1387,for joining soft gov!,1,5,3,AmwFund#0979,Mount Manu#3530,calazki#3961,3,4
824,150,621f79e143b89009366c87e7,2021-08-05T22:00:00.000Z,AmwFund#0979,iviangita#3204,for joining the TEC Community Call https://youtu.be/SOkA5xfC39k,1,5,1,eduardovegap#0422,acidlazzer#5796,bends#3537,2,4
825,505,621f79e243b89009366c89ec,2021-08-16T22:00:00.000Z,AmwFund#0979,liviade#1387,for joining soft gov!,1,5,3,eduardovegap#0422,acidlazzer#5796,bends#3537,3,4
826,1080,621f79e243b89009366c8c86,2021-08-26T22:00:00.000Z,divine_comedian#5493,"griff (💜, 💜)#8888",for the great memes this week!,5,5,1,PhilH#1102,acidlazzer#5796,calazki#3961,3,4
827,870,621f79e243b89009366c8ba3,2021-08-26T22:00:00.000Z,Juankbell#7458,iviangita#3204,for getting acidlazzer involved in their projects this week,1,5,5,eduardovegap#0422,Mount Manu#3530,kristofer#1475,3,4
828,1087,621f79e243b89009366c8c8d,2021-08-26T22:00:00.000Z,ALOYSIOUS#3049,David (please DYOR...)#4116,for her prolific and profound twitter postings and interaction with TEC Twitter.  You have wonderful thoughts!,5,1,3,Sha#6179,Tam2140#9361,Usua◎ Silver#2618,3,4
829,780,621f79e243b89009366c8b3e,2021-08-23T22:00:00.000Z,karmaticacid#1218,liviade#1387,for joining softgov today 💙,1,5,1,innov8tor3#3988,acidlazzer#5796,bends#3537,2,4
830,1055,621f79e243b89009366c8c6c,2021-08-26T22:00:00.000Z,DaveW#9619,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,innov8tor3#3988,acidlazzer#5796,kristofer#1475,3,4
831,1056,621f79e243b89009366c8c6d,2021-08-26T22:00:00.000Z,Kojak#5611,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,teaci#6108,acidlazzer#5796,Usua◎ Silver#2618,3,4
832,211,621f79e143b89009366c882c,2021-08-05T22:00:00.000Z,santigs#9769,iviangita#3204,for attending the Legal WG meeting,1,5,1,innov8tor3#3988,acidlazzer#5796,enti#1546,2,4
833,800,621f79e243b89009366c8b52,2021-08-24T22:00:00.000Z,Tam2140#9361,"griff (💜, 💜)#8888",for coming to the Params hack sesh on sunday!,1,1,5,osycross(🦎🦎)#5943,Tam2140#9361,bends#3537,2,4
834,761,621f79e243b89009366c8b2b,2021-08-23T22:00:00.000Z,ZER8🧠#9093,liviade#1387,for joining softgov today 💙,1,5,1,eduardovegap#0422,Mount Manu#3530,bends#3537,2,4
835,250,621f79e143b89009366c8892,2021-08-08T22:00:00.000Z,MisterBoyfriend#7096,chuygarcia.eth#6692,for being our TEC Denzel: https://youtu.be/7uGy_KNr2rk,1,5,3,PhilH#1102,acidlazzer#5796,Mettodo#7010,3,4
836,764,621f79e243b89009366c8b2e,2021-08-23T22:00:00.000Z,Jolie_Ze#0295,liviade#1387,for joining softgov today 💙,1,5,1,PhilH#1102,Mount Manu#3530,kristofer#1475,2,4
837,236,621f79e143b89009366c8846,2021-08-05T22:00:00.000Z,mheuer#9922,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,innov8tor3#3988,Zeptimus#3359,bends#3537,3,4
838,216,621f79e143b89009366c8831,2021-08-05T22:00:00.000Z,Zeptimus#3359,iviangita#3204,for attending the Legal WG meeting,1,5,3,AmwFund#0979,Mount Manu#3530,calazki#3961,3,4
839,1001,621f79e243b89009366c8c26,2021-08-26T22:00:00.000Z,AmwFund#0979,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,5,1,eduardovegap#0422,acidlazzer#5796,bends#3537,2,4
840,770,621f79e243b89009366c8b34,2021-08-23T22:00:00.000Z,divine_comedian#5493,liviade#1387,for joining softgov today 💙,1,5,3,PhilH#1102,acidlazzer#5796,calazki#3961,3,4
841,1009,621f79e243b89009366c8c2e,2021-08-26T22:00:00.000Z,karmaticacid#1218,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,5,1,innov8tor3#3988,acidlazzer#5796,bends#3537,2,4
842,1010,621f79e243b89009366c8c2f,2021-08-26T22:00:00.000Z,divine_comedian#5493,iviangita#3204,"for joining the TEC Community Call 46 <:TEC:835016327542210560> 
https://youtu.be/u09Yq9zDNT8",1,5,3,PhilH#1102,acidlazzer#5796,calazki#3961,3,4
843,422,621f79e243b89009366c8982,2021-08-12T22:00:00.000Z,AmwFund#0979,iviangita#3204,"for joining the TEC Community Call 44 🙏🏼 😊  

https://youtu.be/OuKZZFG-5xA",1,5,1,eduardovegap#0422,acidlazzer#5796,bends#3537,2,4
844,446,621f79e243b89009366c89ad,2021-08-12T22:00:00.000Z,mheuer#9922,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,5,3,1,innov8tor3#3988,Zeptimus#3359,bends#3537,3,4
845,755,621f79e243b89009366c8b25,2021-08-23T22:00:00.000Z,ZER8🧠#9093,chuygarcia.eth#6692,"for attending the Comms WG, it's beautiful to be back <:TEC:835016327542210560> 🙂",1,5,1,eduardovegap#0422,Mount Manu#3530,bends#3537,2,4
